timestamp,city,temperature,feels_like,humidity,wind_speed,weather,aqi,aqi_label,pm2_5,pm10,co,no2
2026-06-02 11:11:57,Nagpur,36.01,35.7,28,5.14,haze,3,Moderate,13.11,17.1,125.74,0.9
